id,specific_event,abstract_event,trigger
2506,一辆牌号为苏CB9668的大货车翻倒樟树湾的转弯处,动作,翻倒
2507,车上所载的电工专用配电柜撞出车外,动作,撞出
2508,用于包装配电柜的三夹抛撒,动作,抛撒
2509,在公路挡护墙外的山坡上躺着一个男子,动作,躺着
2510,已经当场死亡,状态变化,死亡
2511,从大货车流出来的柴油机油淌,动作,淌
2512,驾驶室里卡着一个男子,动作,卡着
2513,104国道小溪岭路段堵车,状态变化,堵车
2514,事故5时10分左右,紧急情况,事故
2515,樟树湾一辆大货车翻车,动作,翻车
2516,当场死亡一人,状态变化,死亡
2517,另有3人卡驾驶室内,动作,卡
2518,市交警大队大溪中队出动警力,操作,出动
2519,同时赶到现场,移动,赶到
2520,救援市消防大队官兵医护人员,动作,救援
2521,在多方救援人员十几分钟后男子救出,操作,救出
2522,紧急送往医院,移动,送往
2523,大货车驾驶员的下身双腿车体卡住,动作,卡住
2524,现场的医护人员立即伤者输液,操作,输液
2525,加上大货车侧翻公路挡护墙边,动作,侧翻
2526,40分钟后吊车来到现场,移动,来到
2527,这时大货车车头吊起,动作,吊起
2528,卡在驾驶室里的驾驶员拉出,动作,拉出
2529,到晚上9时左右事故现场清理,操作,清理
2530,104国道小溪岭段通车,状态变化,通车
2531,据新华社香港8月21日电,声明,电
2532,位于香港新界区的长青隧道通往九龙方向的管道内21日上午5车相撞,动作,相撞
2533,20多人受伤,状态变化,受伤
2534,2人受伤严重,紧急情况,受伤严重
2535,事故早上8时30分左右,紧急情况,事故
2536,一辆载客量为26人的小巴长青隧道通往九龙方向的管道内行驶,动作,行驶
2537,尾随的4辆车刹车,动作,刹车
2538,新华网郑州10月7日电,声明,电
2539,记者河南省社旗县委宣传部获悉,声明,获悉
2540,10月7日6时36分省道S333线社旗县桥头镇对吴庄村东500米处一辆重型半挂货车一辆长安之星面包车相撞,动作,相撞
2541,造成面包车上11人死亡,状态变化,死亡
2542,货车司机逃逸,动作,逃逸
2543,目前司机公安机关控制,动作,控制
2544,南阳市和社旗县启动应急预案,动作,启动
2545,市、县主要领导组织卫生、消防、安监、公安、交通、民政等部门赶赴现场,移动,赶赴
2546,4月5日下午河南南阳独山景区一辆卡车失控,状态变化,失控
2547,警方提供数字,操作,提供
2548,10多人受伤,状态变化,受伤
2549,据当地居民透露,声明,透露
2550,5日下午2时30分许一辆解放牌卡车南阳独山森林公园内行驶,移动,行驶
2551,在靠近大门的数百米道路上卡车刹车失灵,状态变化,失灵
2552,车内两名司机喊,动作,喊
2553,当时景区内百姓避让,动作,避让
2554,卡车下山的道路冲,动作,冲
2555,卡车景区内剐上一辆轿车,动作,剐上
2556,撞破自动大门,动作,撞破
2557,当场撞倒20多人,动作,撞倒
2558,撞坏5辆轿车,动作,撞坏
2559,前晚7时30分许通州西集镇郎府卫生院西侧路口一辆轿车冲路基,动作,冲
2560,撞倒多名路人,动作,撞倒
2561,撞穿一间民房外墙,动作,撞穿
2562,事故致一名3岁男童当场死亡,状态变化,死亡
2563,一名15岁少年身亡,状态变化,身亡
2564,另有3人受伤,状态变化,受伤
2565,肇事车当时摇摆,动作,摇摆
2566,当晚警方肇事司机血液取样,操作,血液取样
2567,昨天中午12点左右杭州市文一西路荆大线口一声巨响传来,动作,传来
2568,正在附近开店的王师傅看,感知,看
2569,一辆槽罐车本田小轿车压,动作,压
2570,随后交警施救车辆赶到现场,移动,赶到
2571,当大家小轿车拖,动作,拖
2572,车内的驾驶员死亡,状态变化,死亡
2573,新华网合肥8月1日电,声明,电
2574,"记者从安徽省合肥市交警部门获悉,7月31日凌晨合宁高速35公里处三辆车相撞",动作,相撞
2575,目前事故现场清理,操作,清理
2576,交通恢复畅通,状态变化,恢复畅通
2577,高速交警支队二大队介绍,声明,介绍
2578,31日凌晨两辆货车停靠在紧急停车道上,动作,停靠
2579,后面的一辆货车更换车轮胎,动作,更换
2580,一辆油罐车行至事发地点处,移动,行至
2581,猛烈地撞上货车,动作,撞上
2582,前面的一辆货车冲击,动作,冲击
2583,当场有4人死亡,状态变化,死亡
2584,另有2人受伤,状态变化,受伤
2585,事故现场清理,操作,清理
2586,近日一位父亲寻找目击者,动作,寻找
2587,10多天前一辆通州城管执法车撞伤男孩,动作,撞伤
2588,昨日通州城管确认,声明,确认
2589,近日父亲描述,声明,描述
2590,11月14日早上6点40分左右13岁的儿子骑,动作,骑
2591,到玉桥中学上学,动作,上学
2592,行至通州区梨园北街、光明小区门口,移动,行至
2593,被一辆车牌号为京EY122的通州城管执法车(白色现代索纳塔)撞伤,动作,撞伤
2594,幸亏路人玉桥中学的老师救,动作,救
2595,及时送潞河医院,动作,送
2596,目前孩子脱离危险,动作,脱离
2597,事发后城管部门垫付医药费,动作,垫付
2598,目前通州交管部门责任认定,动作,认定
2599,发帖是为了寻找目击者,动作,寻找
2600,以此方法征集目击者,动作,征集
2601,昨天晚上8点20分左右小屯立交桥上由东向西方向3公里处车祸,紧急情况,车祸
2602,"一辆装满窑泥,车牌号为云A65189的大货车一辆微型车一辆吉利车相撞",动作,相撞
2603,据交警四大队值勤民警介绍,声明,介绍
2604,目前2名幸存者在昆医院附二院治疗,操作,治疗
2605,车祸原因调查,操作,调查
2606,当日中午12时17分211国道宁夏盐池县惠安堡段两辆大客车相撞,动作,相撞
2607,宁夏自治区副主席齐同生带领负责同志,操作,带领
2608,处理善后事宜,操作,处理
2609,中新社重庆四月十二日电,声明,电
2610,记者今日重庆市消防总队证实,操作,证实
2611,四月十一日晚渝邻高速重庆段一辆小轿车货车相撞,动作,相撞
2612,小轿车起火燃烧,动作,起火燃烧
2613,据出事货车驾驶员介绍,声明,介绍
2614,当日晚上二十一时零四分驾驶大货车,操作,驾驶
2615,从四川邻水驶往重庆,移动,驶往
2616,当车行至重庆大湾收费站两公里处,动作,行至
2617,一辆车牌号为渝AW八一七七的福克斯小轿车撞上货车尾部,动作,撞上
2618,他车停到路边,动作,停到
2619,小轿车前部燃烧,动作,燃烧
2620,三名男乘客一名女乘客死亡,状态变化,死亡
2621,中新网温州4月1日电,声明,电
2622,今日凌晨5点浙江甬台温高速公路温州段交通事故,紧急情况,交通事故
2623,一辆半挂车一辆抛锚货车追尾,紧急情况,追尾
2624,造成2人死亡,状态变化,死亡
2625,2辆挂车报废,状态变化,报废
2626,烧毁10余吨布料,状态变化,烧毁
2627,综合新华社驻外记者报道,声明,报道
2628,巴基斯坦西北边境省首府白沙瓦的一家五星级酒店当地时间9日晚爆炸,紧急情况,爆炸
2629,目前死亡18人,状态变化,死亡
2630,另有约70人受伤,状态变化,受伤
2631,造成多名外籍人士伤亡,状态变化,伤亡
2632,据中国驻巴基斯坦大使馆说,声明,说
2633,没有中国人伤亡,状态变化,伤亡
2634,联合国在巴基斯坦首都伊斯兰堡的一个新闻中心10日证实,声明,证实
2635,一名联合国难民事务高级专员官员身亡,状态变化,身亡
2636,另有4名联合国工作人员受伤,状态变化,受伤
2637,联合国驻巴基斯坦新闻官伊什拉特・里兹维记者电话采访,操作,电话采访
2638,联合国在白沙瓦的机构10日关门,状态变化,关门
2639,巴安全部队官员说,声明,说
2640,几名武装人员9日晚驾驶卡车珍珠大陆酒店,操作,驾驶
2641,但武装人员开枪,动作,开枪
2642,并在卡车冲酒店大厅门口,动作,冲
2643,爆炸炸坏酒店大堂和一楼,状态变化,炸坏
2644,酒店外40多辆汽车炸毁,状态变化,炸毁
2645,警方赶到爆炸现场,移动,赶到
2646,并封锁酒店周边地区,操作,封锁
2647,一些伤者救援人员担架抬出,动作,抬出
2648,酒店大楼损毁,状态变化,损毁
2649,附近省议会和白沙瓦高等法院大楼的玻璃震碎,状态变化,震碎
2650,巴基斯坦总统扎尔达里吉拉尼声明,声明,声明
2651,对这起事件谴责,动作,谴责
2652,并要求当地有关部门救治受伤人员,操作,救治
2653,联合国秘书长潘基文9日声明,声明,声明
2654,强烈谴责这起爆炸袭击事件,动作,谴责
2655,据韩联社援引,声明,援引
2656,埃及当地媒体16日报道,声明,报道
2657,埃及东北部西奈半岛当天恐怖袭击,紧急情况,恐怖袭击
2658,4名韩国人死亡,状态变化,死亡
2659,受伤人员送往医院,移动,送往
2660,这起恐怖袭击埃及和以色列的边境地区,紧急情况,恐怖袭击
2661,一辆多名韩国游客乘坐巴士,动作,乘坐
2662,新华网阿布贾4月15日电,声明,电
2663,尼日利亚警方15日证实,声明,证实
2664,尼东北部博尔诺州一所女子学校14日晚不明身份武装分子袭击,紧急情况,袭击
2665,100余名学生劫持,动作,劫持
2666,博尔诺州警察局长拉万・坦科告诉新华社记者,声明,告诉
2667,该州切布克镇女子寄宿学校14日晚武装人员袭击,紧急情况,袭击
2668,警方袭击事件调查,动作,调查
2669,将全力解救学生,动作,解救
2670,一伙武装人员冲入学校,紧急情况,冲入
2671,袭击近4小时,紧急情况,袭击
2672,附近村民阻止武装人员,动作,阻止
2673,名安保人员打死,状态变化,打死
2674,目前尚无任何组织宣称,声明,宣称
2675,警方以及当地媒体认为,声明,认为
2676,“博科圣地”警方怀疑,声明,怀疑
2677,70余人丧生,状态变化,丧生
2678,2007年8月25日夜印度南部安得拉邦首府海得拉巴恐怖爆炸,紧急情况,恐怖爆炸
2679,造成42人死亡,状态变化,死亡
2680,印度中央情报机构印度内政部当地警方称,声明,称
2681,巴基斯坦首都伊斯兰堡万豪酒店外21日晚炸弹爆炸,紧急情况,炸弹爆炸
2682,至少60人死亡,状态变化,死亡
2683,另200多人受伤,状态变化,受伤
2684,伊斯兰堡警察局长称,声明,称
2685,一辆载有炸药的汽车撞向万豪酒店的大门,动作,撞向
2686,我们找出40具尸体,感知,找出
2687,据香港文汇报综合外电报道,声明,报道
2688,目击者官员称,声明,称
2689,当地时间昨晚8时许一辆大型卡车撞向金属大门,动作,撞向
2690,酒店的路障区炸,紧急情况,炸
2691,当时200至300人就餐,动作,就餐
2692,现场一名记者称,声明,称
2693,许多死伤者躺地上,动作,躺
2694,一名美国国务院官员3名同事走爆炸废墟,动作,走
2695,其中一人流血,动作,流血
2696,他们中餐厅后面转移,移动,转移
2697,新任总统扎尔达里距离酒店数百米的国会演讲,声明,演讲
2698,有290个房间的万豪酒店21日大爆炸,紧急情况,大爆炸
2699,一辆汽车驶到酒店外的路障,移动,驶到
2700,至少20辆停在外面街道车辆破坏,状态变化,破坏
2701,甚至有人看见,感知,看见
2702,酒店数百米外的建筑物窗户爆裂,状态变化,爆裂
2703,很多人酒店跑,动作,跑
2704,其它人躺卧地上,动作,躺卧
2705,爆炸现场起火,紧急情况,起火
2706,多架救伤车赶抵现场,移动,赶抵
2707,新华网联合国3月25日电,声明,电
2708,联合国安理会25日媒体声明,声明,声明
2709,4日也门东部恐怖袭击,紧急情况,恐怖袭击
2710,打击恐怖主义,动作,打击
2711,任何形式的恐怖主义国际和平与安全威胁,感知,威胁
2712,恐怖主义谁实施,操作,实施
2713,无法开脱罪责,操作,开脱
2714,安理会同时强调,声明,强调
2715,必须将这些恐怖主义行径的实施者、组织者、资助者和支持者绳之以法,操作,绳之以法
2716,敦促所有国家,操作,敦促
2717,按照国际法和安理会相关决议规定的义务也门当局合作,动作,合作
2718,也门东部哈德拉毛省安全官员24日说,声明,说
2719,位于该省的一处政府军军营当天基地”组织武装人员袭击,动作,袭击
2720,造成24名政府军士兵死亡,状态变化,死亡
2721,“基地”组织分支当时宣布,声明,宣布
2722,对这起袭击事件负责,感知,负责
2723,新华网巴格达4月1日电,声明,电
2724,联合国伊拉克援助团1日说,声明,说
2725,今年3月伊拉克境内恐怖袭击,紧急情况,恐怖袭击
2726,共导致592人死亡,状态变化,死亡
2727,1234人受伤,状态变化,受伤
2728,今年3月安巴尔省暴力事件,紧急情况,暴力事件
2729,至少156名平民死亡,状态变化,死亡
2730,741名平民受伤,状态变化,受伤
2731,首府拉马迪80人死亡,状态变化,死亡
2732,448人受伤,状态变化,受伤
2733,重要城市费卢杰76人死亡,状态变化,死亡
2734,293人受伤,状态变化,受伤
2735,自去年年初以来伊拉克安全严峻,状态变化,严峻
2736,据联合国伊拉克援助团统计,操作,统计
2737,2013年伊拉克恐怖袭击,紧急情况,恐怖袭击
2738,导致8868人死亡,状态变化,死亡
2739,超过1.8万人受伤,状态变化,受伤
2740,中新网4月4日电,声明,电
2741,据外媒4日报道,声明,报道
2742,俄罗斯联邦安全局FSB说,声明,说
2743,俄方拘捕25名乌克兰人,动作,拘捕
2744,这些人被指上个月克里米亚,感知,被指
2745,这批乌克兰人俄国境内恐怖袭击,紧急情况,恐怖袭击
2746,这些被FSB乌克兰人被控,感知,被控
